chrBase	chr	base	strand	coverage	freqC	freqT
NC_074665.1.38981548	NC_074665.1	38981548	F	21	90.48	9.52
NC_074665.1.38981574	NC_074665.1	38981574	F	20	95.00	5.00
NC_074665.1.38981212	NC_074665.1	38981212	R	22	95.45	4.55
NC_074665.1.38981229	NC_074665.1	38981229	R	20	85.00	15.00
NC_074665.1.38981516	NC_074665.1	38981516	R	23	91.30	8.70
NC_074665.1.38981521	NC_074665.1	38981521	R	24	95.83	4.17
NC_074665.1.38981528	NC_074665.1	38981528	R	26	92.31	7.69
NC_074665.1.38981536	NC_074665.1	38981536	R	26	92.31	7.69
NC_074665.1.38981549	NC_074665.1	38981549	R	30	90.00	10.00
NC_074665.1.38981561	NC_074665.1	38981561	R	33	90.91	9.09
NC_074665.1.38981575	NC_074665.1	38981575	R	34	88.24	11.76
NC_074665.1.38981587	NC_074665.1	38981587	R	31	0.00	100.00
NC_074665.1.38981600	NC_074665.1	38981600	R	29	93.10	6.90
NC_074665.1.38981605	NC_074665.1	38981605	R	30	93.33	6.67
NC_074665.1.38981609	NC_074665.1	38981609	R	27	92.59	7.41
NC_074665.1.42358573	NC_074665.1	42358573	F	21	76.19	23.81
NC_074665.1.42358596	NC_074665.1	42358596	F	22	81.82	18.18
NC_074665.1.42358574	NC_074665.1	42358574	R	20	80.00	20.00
NC_074665.1.42358597	NC_074665.1	42358597	R	21	76.19	23.81
NC_074665.1.45225817	NC_074665.1	45225817	R	22	59.09	40.91
NC_074665.1.50386812	NC_074665.1	50386812	F	22	100.00	0.00
NC_074665.1.50386818	NC_074665.1	50386818	F	23	100.00	0.00
NC_074665.1.50386821	NC_074665.1	50386821	F	24	95.83	4.17
NC_074665.1.50386824	NC_074665.1	50386824	F	21	95.24	4.76
NC_074665.1.50386836	NC_074665.1	50386836	F	25	100.00	0.00
NC_074665.1.50386842	NC_074665.1	50386842	F	27	100.00	0.00
NC_074665.1.50386845	NC_074665.1	50386845	F	26	100.00	0.00
NC_074665.1.50386849	NC_074665.1	50386849	F	22	100.00	0.00
NC_074665.1.50386860	NC_074665.1	50386860	F	27	96.30	3.70
NC_074665.1.50386866	NC_074665.1	50386866	F	24	95.83	4.17
NC_074665.1.50386881	NC_074665.1	50386881	F	27	96.30	3.70
NC_074665.1.50954093	NC_074665.1	50954093	F	20	100.00	0.00
NC_074665.1.50954098	NC_074665.1	50954098	F	21	95.24	4.76
NC_074665.1.50954114	NC_074665.1	50954114	F	21	95.24	4.76
NC_074665.1.50954115	NC_074665.1	50954115	R	20	95.00	5.00
NC_074665.1.54489259	NC_074665.1	54489259	F	24	58.33	41.67
NC_074665.1.54489331	NC_074665.1	54489331	F	28	78.57	21.43
NC_074665.1.54489339	NC_074665.1	54489339	F	29	100.00	0.00
NC_074665.1.54489384	NC_074665.1	54489384	F	28	75.00	25.00
NC_074665.1.54489618	NC_074665.1	54489618	F	30	86.67	13.33
NC_074665.1.54489622	NC_074665.1	54489622	F	30	90.00	10.00
NC_074665.1.54489639	NC_074665.1	54489639	F	32	84.38	15.62
NC_074665.1.54489658	NC_074665.1	54489658	F	34	91.18	8.82
NC_074665.1.54489684	NC_074665.1	54489684	F	27	44.44	55.56
NC_074665.1.54489693	NC_074665.1	54489693	F	27	77.78	22.22
NC_074665.1.54489714	NC_074665.1	54489714	F	24	66.67	33.33
NC_074665.1.54489332	NC_074665.1	54489332	R	29	65.52	34.48
NC_074665.1.54489340	NC_074665.1	54489340	R	31	93.55	6.45
NC_074665.1.54489385	NC_074665.1	54489385	R	31	64.52	35.48
NC_074665.1.54489619	NC_074665.1	54489619	R	24	100.00	0.00
NC_074665.1.54489623	NC_074665.1	54489623	R	24	100.00	0.00
NC_074665.1.54489640	NC_074665.1	54489640	R	27	96.30	3.70
NC_074665.1.54489659	NC_074665.1	54489659	R	29	100.00	0.00
NC_074665.1.54489685	NC_074665.1	54489685	R	31	87.10	12.90
NC_074665.1.54489694	NC_074665.1	54489694	R	32	81.25	18.75
NC_074665.1.54489715	NC_074665.1	54489715	R	25	68.00	32.00
NC_074665.1.56454455	NC_074665.1	56454455	F	24	66.67	33.33
NC_074665.1.56454773	NC_074665.1	56454773	F	24	91.67	8.33
NC_074665.1.56454777	NC_074665.1	56454777	F	23	56.52	43.48
NC_074665.1.56454813	NC_074665.1	56454813	F	20	90.00	10.00
NC_074665.1.56743091	NC_074665.1	56743091	F	20	100.00	0.00
NC_074665.1.58530262	NC_074665.1	58530262	R	24	83.33	16.67
NC_074665.1.58530300	NC_074665.1	58530300	R	24	79.17	20.83
NC_074665.1.59352901	NC_074665.1	59352901	F	22	72.73	27.27
NC_074665.1.59352956	NC_074665.1	59352956	F	23	100.00	0.00
NC_074665.1.59353201	NC_074665.1	59353201	F	21	85.71	14.29
NC_074665.1.61462796	NC_074665.1	61462796	F	23	30.43	69.57
NC_074665.1.61505867	NC_074665.1	61505867	F	20	80.00	20.00
NC_074665.1.61507660	NC_074665.1	61507660	F	21	85.71	14.29
NC_074665.1.61507695	NC_074665.1	61507695	F	23	78.26	21.74
NC_074665.1.67592104	NC_074665.1	67592104	F	21	100.00	0.00
NC_074665.1.67592111	NC_074665.1	67592111	F	22	95.45	4.55
NC_074665.1.69327453	NC_074665.1	69327453	F	26	50.00	50.00
NC_074665.1.69327495	NC_074665.1	69327495	F	24	62.50	37.50
NC_074665.1.69327516	NC_074665.1	69327516	F	21	90.48	9.52
NC_074665.1.69327677	NC_074665.1	69327677	F	21	80.95	19.05
NC_074665.1.69327738	NC_074665.1	69327738	F	21	57.14	42.86
NC_074665.1.69327739	NC_074665.1	69327739	R	21	85.71	14.29
NC_074665.1.72952008	NC_074665.1	72952008	F	22	72.73	27.27
NC_074665.1.72952018	NC_074665.1	72952018	F	23	91.30	8.70
NC_074665.1.72952029	NC_074665.1	72952029	F	22	95.45	4.55
NC_074665.1.72952041	NC_074665.1	72952041	F	22	86.36	13.64
NC_074665.1.72952048	NC_074665.1	72952048	F	23	95.65	4.35
NC_074665.1.72952053	NC_074665.1	72952053	F	21	100.00	0.00
NC_074665.1.72952250	NC_074665.1	72952250	F	22	72.73	27.27
NC_074665.1.72952279	NC_074665.1	72952279	F	20	85.00	15.00
NC_074665.1.72952302	NC_074665.1	72952302	F	21	76.19	23.81
NC_074665.1.72952280	NC_074665.1	72952280	R	20	95.00	5.00
NC_074665.1.75789779	NC_074665.1	75789779	R	26	7.69	92.31
NC_074665.1.75789829	NC_074665.1	75789829	R	29	79.31	20.69
NC_074665.1.77268510	NC_074665.1	77268510	F	21	71.43	28.57
NC_074665.1.77268524	NC_074665.1	77268524	F	22	36.36	63.64
NC_074665.1.77268564	NC_074665.1	77268564	F	32	78.12	21.88
NC_074665.1.77268618	NC_074665.1	77268618	F	25	76.00	24.00
NC_074665.1.83271711	NC_074665.1	83271711	F	22	81.82	18.18
NC_074665.1.83271382	NC_074665.1	83271382	R	21	85.71	14.29
NC_074665.1.83279102	NC_074665.1	83279102	R	25	96.00	4.00
NC_074665.1.83279144	NC_074665.1	83279144	R	21	71.43	28.57
NC_074665.1.83712574	NC_074665.1	83712574	R	26	57.69	42.31
NC_074665.1.83712648	NC_074665.1	83712648	R	20	70.00	30.00
NC_074665.1.84265683	NC_074665.1	84265683	R	24	58.33	41.67
NC_074665.1.84487849	NC_074665.1	84487849	F	21	52.38	47.62
NC_074665.1.85433197	NC_074665.1	85433197	R	28	46.43	53.57
NC_074665.1.85435112	NC_074665.1	85435112	F	22	31.82	68.18
NC_074665.1.85435208	NC_074665.1	85435208	F	40	30.00	70.00
NC_074665.1.85539173	NC_074665.1	85539173	F	22	54.55	45.45
NC_074665.1.85628048	NC_074665.1	85628048	R	20	85.00	15.00
NC_074665.1.85628074	NC_074665.1	85628074	R	24	87.50	12.50
NC_074665.1.85628078	NC_074665.1	85628078	R	23	78.26	21.74
NC_074665.1.85628104	NC_074665.1	85628104	R	21	76.19	23.81
NC_074665.1.85628108	NC_074665.1	85628108	R	25	76.00	24.00
NC_074665.1.85628134	NC_074665.1	85628134	R	24	83.33	16.67
NC_074665.1.85628138	NC_074665.1	85628138	R	21	85.71	14.29
NC_074665.1.85628164	NC_074665.1	85628164	R	21	100.00	0.00
NC_074665.1.86570201	NC_074665.1	86570201	F	23	95.65	4.35
NC_074665.1.86570231	NC_074665.1	86570231	F	32	84.38	15.62
NC_074665.1.86570261	NC_074665.1	86570261	F	39	92.31	7.69
NC_074665.1.86570291	NC_074665.1	86570291	F	40	90.00	10.00
NC_074665.1.86570321	NC_074665.1	86570321	F	34	97.06	2.94
NC_074665.1.86570351	NC_074665.1	86570351	F	23	91.30	8.70
NC_074665.1.89553702	NC_074665.1	89553702	R	23	100.00	0.00
NC_074665.1.92276721	NC_074665.1	92276721	R	22	95.45	4.55
NC_074665.1.92276748	NC_074665.1	92276748	R	20	95.00	5.00
NC_074665.1.92276980	NC_074665.1	92276980	R	20	60.00	40.00
NC_074665.1.92276983	NC_074665.1	92276983	R	20	80.00	20.00
NC_074665.1.92277001	NC_074665.1	92277001	R	22	100.00	0.00
NC_074665.1.92277009	NC_074665.1	92277009	R	21	71.43	28.57
NC_074665.1.92277024	NC_074665.1	92277024	R	22	95.45	4.55
NC_074665.1.92277055	NC_074665.1	92277055	R	22	95.45	4.55
NC_074665.1.92385629	NC_074665.1	92385629	F	20	80.00	20.00
NC_074665.1.92388758	NC_074665.1	92388758	F	35	88.57	11.43
NC_074665.1.92388762	NC_074665.1	92388762	F	35	94.29	5.71
NC_074665.1.92388773	NC_074665.1	92388773	F	33	90.91	9.09
NC_074665.1.92388784	NC_074665.1	92388784	F	27	85.19	14.81
NC_074665.1.92388789	NC_074665.1	92388789	F	29	82.76	17.24
NC_074665.1.92388795	NC_074665.1	92388795	F	29	93.10	6.90
NC_074665.1.92388597	NC_074665.1	92388597	R	21	90.48	9.52
NC_074665.1.92388601	NC_074665.1	92388601	R	20	80.00	20.00
NC_074665.1.92388617	NC_074665.1	92388617	R	20	85.00	15.00
NC_074665.1.92388759	NC_074665.1	92388759	R	39	92.31	7.69
NC_074665.1.92388763	NC_074665.1	92388763	R	39	89.74	10.26
NC_074665.1.92388774	NC_074665.1	92388774	R	38	94.74	5.26
NC_074665.1.92388785	NC_074665.1	92388785	R	32	93.75	6.25
NC_074665.1.92388790	NC_074665.1	92388790	R	29	89.66	10.34
NC_074665.1.92388796	NC_074665.1	92388796	R	28	96.43	3.57
NC_074665.1.92551355	NC_074665.1	92551355	F	23	100.00	0.00
NC_074665.1.92551403	NC_074665.1	92551403	F	37	97.30	2.70
NC_074665.1.92551451	NC_074665.1	92551451	F	38	100.00	0.00
NC_074665.1.92586855	NC_074665.1	92586855	F	36	80.56	19.44
NC_074665.1.92586859	NC_074665.1	92586859	F	35	88.57	11.43
NC_074665.1.92586868	NC_074665.1	92586868	F	41	75.61	24.39
NC_074665.1.92586870	NC_074665.1	92586870	F	41	90.24	9.76
NC_074665.1.92586881	NC_074665.1	92586881	F	36	75.00	25.00
NC_074665.1.92586886	NC_074665.1	92586886	F	36	75.00	25.00
NC_074665.1.92586892	NC_074665.1	92586892	F	31	87.10	12.90
NC_074665.1.92586896	NC_074665.1	92586896	F	30	66.67	33.33
NC_074665.1.92586912	NC_074665.1	92586912	F	26	76.92	23.08
NC_074665.1.92587054	NC_074665.1	92587054	F	23	73.91	26.09
NC_074665.1.92586655	NC_074665.1	92586655	R	22	86.36	13.64
NC_074665.1.92586659	NC_074665.1	92586659	R	23	91.30	8.70
NC_074665.1.92586670	NC_074665.1	92586670	R	24	100.00	0.00
NC_074665.1.92586681	NC_074665.1	92586681	R	26	100.00	0.00
NC_074665.1.92586692	NC_074665.1	92586692	R	24	95.83	4.17
NC_074665.1.92586856	NC_074665.1	92586856	R	35	85.71	14.29
NC_074665.1.92586860	NC_074665.1	92586860	R	35	91.43	8.57
NC_074665.1.92586869	NC_074665.1	92586869	R	27	96.30	3.70
NC_074665.1.92586871	NC_074665.1	92586871	R	30	100.00	0.00
NC_074665.1.92586882	NC_074665.1	92586882	R	27	88.89	11.11
NC_074665.1.92586887	NC_074665.1	92586887	R	23	91.30	8.70
NC_074665.1.92586893	NC_074665.1	92586893	R	20	95.00	5.00
NC_074665.1.92587024	NC_074665.1	92587024	R	20	95.00	5.00
NC_074665.1.92587035	NC_074665.1	92587035	R	20	100.00	0.00
NC_074665.1.92587055	NC_074665.1	92587055	R	21	85.71	14.29
NC_074665.1.93858926	NC_074665.1	93858926	F	30	3.33	96.67
NC_074665.1.93859039	NC_074665.1	93859039	F	55	10.91	89.09
NC_074665.1.93859076	NC_074665.1	93859076	F	41	9.76	90.24
NC_074665.1.93859113	NC_074665.1	93859113	F	37	40.54	59.46
NC_074665.1.93859150	NC_074665.1	93859150	F	36	47.22	52.78
NC_074665.1.93859040	NC_074665.1	93859040	R	20	70.00	30.00
NC_074665.1.93859077	NC_074665.1	93859077	R	29	65.52	34.48
NC_074665.1.93859114	NC_074665.1	93859114	R	30	93.33	6.67
NC_074665.1.93859151	NC_074665.1	93859151	R	30	86.67	13.33
NC_074665.1.94117813	NC_074665.1	94117813	R	26	88.46	11.54
NC_074665.1.94117853	NC_074665.1	94117853	R	32	87.50	12.50
NC_074665.1.94117893	NC_074665.1	94117893	R	36	83.33	16.67
NC_074665.1.94117901	NC_074665.1	94117901	R	35	11.43	88.57
NC_074665.1.94117933	NC_074665.1	94117933	R	20	75.00	25.00
NC_074665.1.94249124	NC_074665.1	94249124	F	25	52.00	48.00
NC_074665.1.94249174	NC_074665.1	94249174	F	31	38.71	61.29
NC_074665.1.94458508	NC_074665.1	94458508	F	26	0.00	100.00
NC_074665.1.94458509	NC_074665.1	94458509	R	21	0.00	100.00
NC_074665.1.95303187	NC_074665.1	95303187	F	24	0.00	100.00
NC_074665.1.95870206	NC_074665.1	95870206	R	23	86.96	13.04
NC_074665.1.95870236	NC_074665.1	95870236	R	22	86.36	13.64
NC_074665.1.95914510	NC_074665.1	95914510	R	20	80.00	20.00
NC_074665.1.95914548	NC_074665.1	95914548	R	21	85.71	14.29
NC_074665.1.96053560	NC_074665.1	96053560	F	31	9.68	90.32
NC_074665.1.96085921	NC_074665.1	96085921	F	20	90.00	10.00
NC_074665.1.96394825	NC_074665.1	96394825	F	22	100.00	0.00
NC_074665.1.96394858	NC_074665.1	96394858	F	27	96.30	3.70
NC_074665.1.96394891	NC_074665.1	96394891	F	28	89.29	10.71
NC_074665.1.96394924	NC_074665.1	96394924	F	21	100.00	0.00
NC_074665.1.96476068	NC_074665.1	96476068	F	20	85.00	15.00
NC_074665.1.96476089	NC_074665.1	96476089	F	22	77.27	22.73
NC_074665.1.96476110	NC_074665.1	96476110	F	28	82.14	17.86
NC_074665.1.96476131	NC_074665.1	96476131	F	30	83.33	16.67
NC_074665.1.96476152	NC_074665.1	96476152	F	29	89.66	10.34
NC_074665.1.96476173	NC_074665.1	96476173	F	32	96.88	3.12
NC_074665.1.96476194	NC_074665.1	96476194	F	28	100.00	0.00
NC_074665.1.96476215	NC_074665.1	96476215	F	23	100.00	0.00
NC_074665.1.96476236	NC_074665.1	96476236	F	20	100.00	0.00
NC_074665.1.96476278	NC_074665.1	96476278	F	21	90.48	9.52
NC_074665.1.96476299	NC_074665.1	96476299	F	27	100.00	0.00
NC_074665.1.96476320	NC_074665.1	96476320	F	22	95.45	4.55
NC_074665.1.96676796	NC_074665.1	96676796	F	23	100.00	0.00
NC_074665.1.96677099	NC_074665.1	96677099	F	20	100.00	0.00
NC_074665.1.96677108	NC_074665.1	96677108	F	21	38.10	61.90
NC_074665.1.96677126	NC_074665.1	96677126	F	23	91.30	8.70
NC_074665.1.96677146	NC_074665.1	96677146	F	23	78.26	21.74
NC_074665.1.96677170	NC_074665.1	96677170	F	21	85.71	14.29
NC_074665.1.96677178	NC_074665.1	96677178	F	25	92.00	8.00
NC_074665.1.96677191	NC_074665.1	96677191	F	23	91.30	8.70
NC_074665.1.96677147	NC_074665.1	96677147	R	20	85.00	15.00
NC_074665.1.96677171	NC_074665.1	96677171	R	21	95.24	4.76
NC_074665.1.96677179	NC_074665.1	96677179	R	21	95.24	4.76
NC_074665.1.96677192	NC_074665.1	96677192	R	21	90.48	9.52
NC_074665.1.97073720	NC_074665.1	97073720	R	28	78.57	21.43
NC_074665.1.97073736	NC_074665.1	97073736	R	32	78.12	21.88
NC_074665.1.97073804	NC_074665.1	97073804	R	28	96.43	3.57
NC_074665.1.97073822	NC_074665.1	97073822	R	24	95.83	4.17
NC_074665.1.97073961	NC_074665.1	97073961	R	20	95.00	5.00
NC_074665.1.97073997	NC_074665.1	97073997	R	30	80.00	20.00
NC_074665.1.97074033	NC_074665.1	97074033	R	34	94.12	5.88
NC_074665.1.97074042	NC_074665.1	97074042	R	36	77.78	22.22
NC_074665.1.97074045	NC_074665.1	97074045	R	34	91.18	8.82
NC_074665.1.98069131	NC_074665.1	98069131	F	31	90.32	9.68
NC_074665.1.98069175	NC_074665.1	98069175	F	98	89.80	10.20
NC_074665.1.98069219	NC_074665.1	98069219	F	104	85.58	14.42
NC_074665.1.98069263	NC_074665.1	98069263	F	108	86.11	13.89
NC_074665.1.98632830	NC_074665.1	98632830	F	24	87.50	12.50
NC_074665.1.98632881	NC_074665.1	98632881	F	21	85.71	14.29
NC_074665.1.98632897	NC_074665.1	98632897	F	26	76.92	23.08
NC_074665.1.98632815	NC_074665.1	98632815	R	27	81.48	18.52
NC_074665.1.98632831	NC_074665.1	98632831	R	25	68.00	32.00
NC_074665.1.98632882	NC_074665.1	98632882	R	23	82.61	17.39
NC_074665.1.98632898	NC_074665.1	98632898	R	23	69.57	30.43
NC_074665.1.98634233	NC_074665.1	98634233	R	20	75.00	25.00
NC_074665.1.98634284	NC_074665.1	98634284	R	23	60.87	39.13
NC_074665.1.100905224	NC_074665.1	100905224	R	20	80.00	20.00
NC_074665.1.100905239	NC_074665.1	100905239	R	21	80.95	19.05
NC_074665.1.100905262	NC_074665.1	100905262	R	20	85.00	15.00
NC_074665.1.101274437	NC_074665.1	101274437	F	23	65.22	34.78
NC_074666.1.1940017	NC_074666.1	1940017	F	25	68.00	32.00
NC_074666.1.1939777	NC_074666.1	1939777	R	20	85.00	15.00
NC_074666.1.1940018	NC_074666.1	1940018	R	28	78.57	21.43
NC_074666.1.1998471	NC_074666.1	1998471	F	21	95.24	4.76
NC_074666.1.1998561	NC_074666.1	1998561	F	28	96.43	3.57
NC_074666.1.4505769	NC_074666.1	4505769	F	20	90.00	10.00
NC_074666.1.4505829	NC_074666.1	4505829	F	25	100.00	0.00
NC_074666.1.4505859	NC_074666.1	4505859	F	25	92.00	8.00
NC_074666.1.4775700	NC_074666.1	4775700	R	24	87.50	12.50
NC_074666.1.4775729	NC_074666.1	4775729	R	23	82.61	17.39
NC_074666.1.4775735	NC_074666.1	4775735	R	31	100.00	0.00
NC_074666.1.4775770	NC_074666.1	4775770	R	39	100.00	0.00
NC_074666.1.4775799	NC_074666.1	4775799	R	25	92.00	8.00
NC_074666.1.4775805	NC_074666.1	4775805	R	39	97.44	2.56
NC_074666.1.4775834	NC_074666.1	4775834	R	29	96.55	3.45
NC_074666.1.4775840	NC_074666.1	4775840	R	30	100.00	0.00
NC_074666.1.5136893	NC_074666.1	5136893	F	57	85.96	14.04
NC_074666.1.5136913	NC_074666.1	5136913	F	57	85.96	14.04
NC_074666.1.5136933	NC_074666.1	5136933	F	47	85.11	14.89
NC_074666.1.5136953	NC_074666.1	5136953	F	41	85.37	14.63
NC_074666.1.5136973	NC_074666.1	5136973	F	30	83.33	16.67
NC_074666.1.5142300	NC_074666.1	5142300	F	31	3.23	96.77
NC_074666.1.5142320	NC_074666.1	5142320	F	44	0.00	100.00
NC_074666.1.5142340	NC_074666.1	5142340	F	51	1.96	98.04
NC_074666.1.7104453	NC_074666.1	7104453	R	23	91.30	8.70
NC_074666.1.7127325	NC_074666.1	7127325	F	22	90.91	9.09
NC_074666.1.7127373	NC_074666.1	7127373	F	26	96.15	3.85
NC_074666.1.7127402	NC_074666.1	7127402	F	25	96.00	4.00
NC_074666.1.7127450	NC_074666.1	7127450	F	22	86.36	13.64
NC_074666.1.7127326	NC_074666.1	7127326	R	25	80.00	20.00
NC_074666.1.7127374	NC_074666.1	7127374	R	36	88.89	11.11
NC_074666.1.7127403	NC_074666.1	7127403	R	35	94.29	5.71
NC_074666.1.7127451	NC_074666.1	7127451	R	24	83.33	16.67
NC_074666.1.8166079	NC_074666.1	8166079	F	22	95.45	4.55
NC_074666.1.8710254	NC_074666.1	8710254	R	21	85.71	14.29
NC_074666.1.8710271	NC_074666.1	8710271	R	25	76.00	24.00
NC_074666.1.8710279	NC_074666.1	8710279	R	27	92.59	7.41
NC_074666.1.8710284	NC_074666.1	8710284	R	24	87.50	12.50
NC_074666.1.8710289	NC_074666.1	8710289	R	24	83.33	16.67
NC_074666.1.8710323	NC_074666.1	8710323	R	23	100.00	0.00
