chrBase	chr	base	strand	coverage	freqC	freqT
NC_074665.1.86570291	NC_074665.1	86570291	F	43	93.02	6.98
NC_074665.1.86570321	NC_074665.1	86570321	F	37	94.59	5.41
NC_074665.1.86570351	NC_074665.1	86570351	F	22	95.45	4.55
NC_074665.1.92388763	NC_074665.1	92388763	R	20	95.00	5.00
NC_074665.1.92388774	NC_074665.1	92388774	R	20	95.00	5.00
NC_074665.1.92550947	NC_074665.1	92550947	F	20	85.00	15.00
NC_074665.1.92550995	NC_074665.1	92550995	F	25	88.00	12.00
NC_074665.1.92551355	NC_074665.1	92551355	F	33	93.94	6.06
NC_074665.1.92551403	NC_074665.1	92551403	F	54	100.00	0.00
NC_074665.1.92551451	NC_074665.1	92551451	F	61	95.08	4.92
NC_074665.1.92551499	NC_074665.1	92551499	F	37	89.19	10.81
NC_074665.1.92586855	NC_074665.1	92586855	F	33	96.97	3.03
NC_074665.1.92586859	NC_074665.1	92586859	F	31	93.55	6.45
NC_074665.1.92586868	NC_074665.1	92586868	F	29	89.66	10.34
NC_074665.1.92586870	NC_074665.1	92586870	F	28	100.00	0.00
NC_074665.1.92586881	NC_074665.1	92586881	F	29	93.10	6.90
NC_074665.1.92586886	NC_074665.1	92586886	F	27	92.59	7.41
NC_074665.1.92586892	NC_074665.1	92586892	F	27	92.59	7.41
NC_074665.1.92586896	NC_074665.1	92586896	F	26	88.46	11.54
NC_074665.1.92586912	NC_074665.1	92586912	F	24	91.67	8.33
NC_074665.1.92586856	NC_074665.1	92586856	R	35	94.29	5.71
NC_074665.1.92586860	NC_074665.1	92586860	R	33	90.91	9.09
NC_074665.1.92586869	NC_074665.1	92586869	R	33	93.94	6.06
NC_074665.1.92586871	NC_074665.1	92586871	R	34	97.06	2.94
NC_074665.1.92586882	NC_074665.1	92586882	R	34	73.53	26.47
NC_074665.1.92586887	NC_074665.1	92586887	R	30	93.33	6.67
NC_074665.1.92586893	NC_074665.1	92586893	R	27	96.30	3.70
NC_074665.1.92586897	NC_074665.1	92586897	R	24	100.00	0.00
NC_074665.1.92586913	NC_074665.1	92586913	R	25	92.00	8.00
NC_074665.1.93266567	NC_074665.1	93266567	R	44	95.45	4.55
NC_074665.1.93266642	NC_074665.1	93266642	R	66	84.85	15.15
NC_074665.1.93266711	NC_074665.1	93266711	R	37	86.49	13.51
NC_074665.1.93334551	NC_074665.1	93334551	R	33	81.82	18.18
NC_074665.1.93334601	NC_074665.1	93334601	R	48	93.75	6.25
NC_074665.1.93334651	NC_074665.1	93334651	R	53	94.34	5.66
NC_074665.1.93404572	NC_074665.1	93404572	R	20	85.00	15.00
NC_074665.1.93404656	NC_074665.1	93404656	R	37	81.08	18.92
NC_074665.1.93404698	NC_074665.1	93404698	R	26	92.31	7.69
NC_074665.1.93441030	NC_074665.1	93441030	F	40	5.00	95.00
NC_074665.1.93441089	NC_074665.1	93441089	F	37	2.70	97.30
NC_074665.1.93452404	NC_074665.1	93452404	F	24	0.00	100.00
NC_074665.1.93652250	NC_074665.1	93652250	F	22	0.00	100.00
NC_074665.1.93652279	NC_074665.1	93652279	F	21	0.00	100.00
NC_074665.1.93652308	NC_074665.1	93652308	F	20	0.00	100.00
NC_074665.1.93652331	NC_074665.1	93652331	F	20	70.00	30.00
NC_074665.1.93664788	NC_074665.1	93664788	R	28	96.43	3.57
NC_074665.1.93949781	NC_074665.1	93949781	F	22	90.91	9.09
NC_074665.1.93949793	NC_074665.1	93949793	F	30	93.33	6.67
NC_074665.1.93949848	NC_074665.1	93949848	F	29	100.00	0.00
NC_074665.1.93949860	NC_074665.1	93949860	F	29	93.10	6.90
NC_074665.1.93949861	NC_074665.1	93949861	R	20	100.00	0.00
NC_074665.1.94069725	NC_074665.1	94069725	F	20	85.00	15.00
NC_074665.1.94069689	NC_074665.1	94069689	R	30	76.67	23.33
NC_074665.1.94069726	NC_074665.1	94069726	R	31	83.87	16.13
NC_074665.1.94069763	NC_074665.1	94069763	R	31	67.74	32.26
NC_074665.1.94175836	NC_074665.1	94175836	F	24	83.33	16.67
NC_074665.1.94175863	NC_074665.1	94175863	F	24	79.17	20.83
NC_074665.1.94175890	NC_074665.1	94175890	F	23	78.26	21.74
NC_074665.1.94249174	NC_074665.1	94249174	F	21	23.81	76.19
NC_074665.1.94274799	NC_074665.1	94274799	F	20	60.00	40.00
NC_074665.1.94275864	NC_074665.1	94275864	R	28	3.57	96.43
NC_074665.1.94520848	NC_074665.1	94520848	R	22	50.00	50.00
NC_074665.1.95019472	NC_074665.1	95019472	R	26	11.54	88.46
NC_074665.1.95019518	NC_074665.1	95019518	R	26	30.77	69.23
NC_074665.1.95019566	NC_074665.1	95019566	R	21	28.57	71.43
NC_074665.1.95036747	NC_074665.1	95036747	F	20	80.00	20.00
NC_074665.1.95302529	NC_074665.1	95302529	F	20	40.00	60.00
NC_074665.1.95491879	NC_074665.1	95491879	R	20	100.00	0.00
NC_074665.1.95493319	NC_074665.1	95493319	R	22	77.27	22.73
NC_074665.1.95509721	NC_074665.1	95509721	R	22	68.18	31.82
NC_074665.1.95629471	NC_074665.1	95629471	F	22	100.00	0.00
NC_074665.1.95629503	NC_074665.1	95629503	F	23	100.00	0.00
NC_074665.1.95629544	NC_074665.1	95629544	F	20	95.00	5.00
NC_074665.1.95629567	NC_074665.1	95629567	F	21	95.24	4.76
NC_074665.1.95629576	NC_074665.1	95629576	F	20	90.00	10.00
NC_074665.1.96041825	NC_074665.1	96041825	R	22	86.36	13.64
NC_074665.1.96041864	NC_074665.1	96041864	R	23	100.00	0.00
NC_074665.1.96041903	NC_074665.1	96041903	R	20	100.00	0.00
NC_074665.1.96053560	NC_074665.1	96053560	F	48	10.42	89.58
NC_074665.1.96053561	NC_074665.1	96053561	R	29	24.14	75.86
NC_074665.1.96393792	NC_074665.1	96393792	R	20	100.00	0.00
NC_074665.1.96476278	NC_074665.1	96476278	F	20	90.00	10.00
NC_074665.1.96668278	NC_074665.1	96668278	F	23	73.91	26.09
NC_074665.1.96668283	NC_074665.1	96668283	F	30	86.67	13.33
NC_074665.1.96668319	NC_074665.1	96668319	F	22	68.18	31.82
NC_074665.1.96668324	NC_074665.1	96668324	F	27	88.89	11.11
NC_074665.1.96676796	NC_074665.1	96676796	F	21	90.48	9.52
NC_074665.1.96677108	NC_074665.1	96677108	F	21	23.81	76.19
NC_074665.1.96677126	NC_074665.1	96677126	F	20	90.00	10.00
NC_074665.1.96677146	NC_074665.1	96677146	F	21	100.00	0.00
NC_074665.1.96677170	NC_074665.1	96677170	F	22	86.36	13.64
NC_074665.1.96677178	NC_074665.1	96677178	F	24	91.67	8.33
NC_074665.1.96677191	NC_074665.1	96677191	F	24	95.83	4.17
NC_074665.1.97073720	NC_074665.1	97073720	R	20	80.00	20.00
NC_074665.1.97073736	NC_074665.1	97073736	R	22	72.73	27.27
NC_074665.1.97073804	NC_074665.1	97073804	R	23	82.61	17.39
NC_074665.1.97073997	NC_074665.1	97073997	R	21	80.95	19.05
NC_074665.1.97074033	NC_074665.1	97074033	R	25	96.00	4.00
NC_074665.1.97074042	NC_074665.1	97074042	R	26	80.77	19.23
NC_074665.1.97074045	NC_074665.1	97074045	R	27	100.00	0.00
NC_074665.1.97530124	NC_074665.1	97530124	R	30	76.67	23.33
NC_074665.1.97530140	NC_074665.1	97530140	R	32	81.25	18.75
NC_074665.1.97530177	NC_074665.1	97530177	R	31	77.42	22.58
NC_074665.1.97530193	NC_074665.1	97530193	R	31	87.10	12.90
NC_074665.1.97530230	NC_074665.1	97530230	R	23	78.26	21.74
NC_074665.1.97627481	NC_074665.1	97627481	F	20	100.00	0.00
NC_074665.1.97627502	NC_074665.1	97627502	F	21	90.48	9.52
NC_074665.1.97627506	NC_074665.1	97627506	F	21	90.48	9.52
NC_074665.1.97826543	NC_074665.1	97826543	F	25	0.00	100.00
NC_074665.1.98069175	NC_074665.1	98069175	F	27	96.30	3.70
NC_074665.1.98069219	NC_074665.1	98069219	F	30	90.00	10.00
NC_074665.1.98069263	NC_074665.1	98069263	F	29	93.10	6.90
NC_074665.1.98632814	NC_074665.1	98632814	F	23	86.96	13.04
NC_074665.1.98632830	NC_074665.1	98632830	F	32	93.75	6.25
NC_074665.1.98632881	NC_074665.1	98632881	F	29	100.00	0.00
NC_074665.1.98632897	NC_074665.1	98632897	F	34	94.12	5.88
NC_074665.1.98632764	NC_074665.1	98632764	R	20	60.00	40.00
NC_074665.1.98632815	NC_074665.1	98632815	R	57	75.44	24.56
NC_074665.1.98632831	NC_074665.1	98632831	R	48	66.67	33.33
NC_074665.1.98632882	NC_074665.1	98632882	R	56	87.50	12.50
NC_074665.1.98632898	NC_074665.1	98632898	R	44	72.73	27.27
NC_074665.1.99263570	NC_074665.1	99263570	F	21	80.95	19.05
NC_074665.1.99264640	NC_074665.1	99264640	R	22	81.82	18.18
NC_074665.1.99359689	NC_074665.1	99359689	R	25	92.00	8.00
NC_074665.1.99589723	NC_074665.1	99589723	F	23	82.61	17.39
NC_074665.1.99589755	NC_074665.1	99589755	F	26	84.62	15.38
NC_074665.1.99589787	NC_074665.1	99589787	F	22	77.27	22.73
NC_074665.1.99589724	NC_074665.1	99589724	R	35	91.43	8.57
NC_074665.1.99589756	NC_074665.1	99589756	R	32	87.50	12.50
NC_074665.1.99589788	NC_074665.1	99589788	R	30	93.33	6.67
NC_074665.1.99589820	NC_074665.1	99589820	R	26	100.00	0.00
NC_074665.1.99942771	NC_074665.1	99942771	R	56	1.79	98.21
NC_074665.1.101274437	NC_074665.1	101274437	F	29	89.66	10.34
NC_074665.1.101274487	NC_074665.1	101274487	F	21	95.24	4.76
NC_074666.1.1998561	NC_074666.1	1998561	F	29	82.76	17.24
NC_074666.1.1998606	NC_074666.1	1998606	F	22	86.36	13.64
NC_074666.1.1998472	NC_074666.1	1998472	R	20	75.00	25.00
NC_074666.1.4505739	NC_074666.1	4505739	F	21	90.48	9.52
NC_074666.1.4505769	NC_074666.1	4505769	F	25	96.00	4.00
NC_074666.1.4505829	NC_074666.1	4505829	F	27	92.59	7.41
NC_074666.1.4505859	NC_074666.1	4505859	F	26	92.31	7.69
NC_074666.1.5142300	NC_074666.1	5142300	F	28	0.00	100.00
NC_074666.1.5142320	NC_074666.1	5142320	F	33	0.00	100.00
NC_074666.1.5142340	NC_074666.1	5142340	F	39	0.00	100.00
NC_074666.1.8166808	NC_074666.1	8166808	R	25	64.00	36.00
NC_074666.1.8710472	NC_074666.1	8710472	R	21	95.24	4.76
NC_074666.1.8710479	NC_074666.1	8710479	R	22	95.45	4.55
NC_074666.1.8710481	NC_074666.1	8710481	R	22	90.91	9.09
NC_074666.1.8710487	NC_074666.1	8710487	R	21	100.00	0.00
NC_074666.1.11897014	NC_074666.1	11897014	R	20	40.00	60.00
NC_074666.1.12676142	NC_074666.1	12676142	F	25	84.00	16.00
NC_074666.1.12676174	NC_074666.1	12676174	F	25	100.00	0.00
NC_074666.1.12676335	NC_074666.1	12676335	F	20	90.00	10.00
NC_074666.1.12676340	NC_074666.1	12676340	F	21	95.24	4.76
NC_074666.1.12676345	NC_074666.1	12676345	F	23	86.96	13.04
NC_074666.1.12676358	NC_074666.1	12676358	F	20	80.00	20.00
NC_074666.1.12676375	NC_074666.1	12676375	F	26	92.31	7.69
NC_074666.1.12676385	NC_074666.1	12676385	F	29	89.66	10.34
NC_074666.1.12676413	NC_074666.1	12676413	F	27	88.89	11.11
NC_074666.1.12676424	NC_074666.1	12676424	F	31	87.10	12.90
NC_074666.1.12676458	NC_074666.1	12676458	F	22	81.82	18.18
NC_074666.1.14410001	NC_074666.1	14410001	F	21	100.00	0.00
NC_074666.1.14410017	NC_074666.1	14410017	F	22	100.00	0.00
NC_074666.1.14410031	NC_074666.1	14410031	F	24	95.83	4.17
NC_074666.1.14410046	NC_074666.1	14410046	F	22	90.91	9.09
NC_074666.1.14410049	NC_074666.1	14410049	F	22	86.36	13.64
NC_074666.1.14410065	NC_074666.1	14410065	F	22	86.36	13.64
NC_074666.1.14410094	NC_074666.1	14410094	F	23	95.65	4.35
NC_074666.1.14410097	NC_074666.1	14410097	F	23	82.61	17.39
NC_074666.1.17003592	NC_074666.1	17003592	F	39	64.10	35.90
NC_074666.1.17004191	NC_074666.1	17004191	F	193	68.91	31.09
NC_074666.1.17004192	NC_074666.1	17004192	R	251	69.32	30.68
NC_074666.1.17347605	NC_074666.1	17347605	R	27	96.30	3.70
NC_074666.1.17347643	NC_074666.1	17347643	R	35	97.14	2.86
NC_074666.1.17347681	NC_074666.1	17347681	R	36	97.22	2.78
NC_074666.1.17347719	NC_074666.1	17347719	R	33	100.00	0.00
NC_074666.1.17790580	NC_074666.1	17790580	F	20	95.00	5.00
NC_074666.1.17790624	NC_074666.1	17790624	F	20	95.00	5.00
NC_074666.1.22178112	NC_074666.1	22178112	R	23	52.17	47.83
NC_074666.1.22178154	NC_074666.1	22178154	R	29	89.66	10.34
NC_074666.1.32893926	NC_074666.1	32893926	F	20	95.00	5.00
NC_074666.1.32893958	NC_074666.1	32893958	F	37	89.19	10.81
NC_074666.1.32893961	NC_074666.1	32893961	F	38	94.74	5.26
NC_074666.1.32893983	NC_074666.1	32893983	F	24	87.50	12.50
NC_074666.1.32893992	NC_074666.1	32893992	F	24	95.83	4.17
NC_074666.1.32894030	NC_074666.1	32894030	F	30	93.33	6.67
NC_074666.1.32894051	NC_074666.1	32894051	F	25	100.00	0.00
NC_074666.1.32894089	NC_074666.1	32894089	F	25	96.00	4.00
NC_074666.1.32894123	NC_074666.1	32894123	F	25	92.00	8.00
NC_074666.1.32894131	NC_074666.1	32894131	F	25	96.00	4.00
NC_074666.1.32894144	NC_074666.1	32894144	F	28	92.86	7.14
NC_074666.1.32894159	NC_074666.1	32894159	F	26	92.31	7.69
NC_074666.1.32894177	NC_074666.1	32894177	F	25	80.00	20.00
NC_074666.1.32894185	NC_074666.1	32894185	F	22	86.36	13.64
NC_074666.1.33090790	NC_074666.1	33090790	R	24	75.00	25.00
NC_074666.1.33090824	NC_074666.1	33090824	R	20	80.00	20.00
NC_074666.1.33090968	NC_074666.1	33090968	R	22	63.64	36.36
NC_074666.1.33091010	NC_074666.1	33091010	R	25	48.00	52.00
NC_074666.1.33091040	NC_074666.1	33091040	R	24	91.67	8.33
NC_074666.1.37056498	NC_074666.1	37056498	R	21	95.24	4.76
NC_074666.1.37056516	NC_074666.1	37056516	R	23	91.30	8.70
NC_074666.1.37056525	NC_074666.1	37056525	R	22	95.45	4.55
NC_074666.1.37056810	NC_074666.1	37056810	R	22	86.36	13.64
NC_074666.1.48650236	NC_074666.1	48650236	F	20	90.00	10.00
NC_074666.1.61817297	NC_074666.1	61817297	F	20	10.00	90.00
NC_074666.1.61817466	NC_074666.1	61817466	F	22	0.00	100.00
NC_074666.1.61817467	NC_074666.1	61817467	R	23	4.35	95.65
NC_074666.1.61943629	NC_074666.1	61943629	F	21	0.00	100.00
NC_074666.1.61943647	NC_074666.1	61943647	F	27	92.59	7.41
NC_074666.1.61943683	NC_074666.1	61943683	F	38	97.37	2.63
NC_074666.1.61943693	NC_074666.1	61943693	F	37	97.30	2.70
NC_074666.1.61943743	NC_074666.1	61943743	F	35	100.00	0.00
NC_074666.1.61943761	NC_074666.1	61943761	F	27	96.30	3.70
NC_074666.1.61943773	NC_074666.1	61943773	F	21	85.71	14.29
NC_074666.1.61943870	NC_074666.1	61943870	F	21	80.95	19.05
NC_074666.1.61943875	NC_074666.1	61943875	F	27	0.00	100.00
NC_074666.1.61943969	NC_074666.1	61943969	F	115	90.43	9.57
NC_074666.1.61943989	NC_074666.1	61943989	F	124	92.74	7.26
NC_074666.1.61943995	NC_074666.1	61943995	F	124	95.97	4.03
NC_074666.1.61944008	NC_074666.1	61944008	F	131	96.18	3.82
NC_074666.1.61944018	NC_074666.1	61944018	F	103	33.98	66.02
NC_074666.1.61944030	NC_074666.1	61944030	F	89	91.01	8.99
NC_074666.1.61944055	NC_074666.1	61944055	F	84	92.86	7.14
NC_074666.1.61944062	NC_074666.1	61944062	F	71	90.14	9.86
NC_074666.1.61944067	NC_074666.1	61944067	F	82	91.46	8.54
NC_074666.1.61944074	NC_074666.1	61944074	F	79	88.61	11.39
NC_074666.1.61944077	NC_074666.1	61944077	F	82	91.46	8.54
NC_074666.1.61944101	NC_074666.1	61944101	F	85	90.59	9.41
NC_074666.1.61944124	NC_074666.1	61944124	F	91	90.11	9.89
