chrBase	chr	base	strand	coverage	freqC	freqT
NC_074665.1.95493399	NC_074665.1	95493399	R	24	95.83	4.17
NC_074665.1.96041864	NC_074665.1	96041864	R	20	100.00	0.00
NC_074665.1.96053560	NC_074665.1	96053560	F	41	17.07	82.93
NC_074665.1.96053561	NC_074665.1	96053561	R	20	25.00	75.00
NC_074665.1.96676796	NC_074665.1	96676796	F	22	100.00	0.00
NC_074665.1.96677146	NC_074665.1	96677146	F	22	90.91	9.09
NC_074665.1.96677170	NC_074665.1	96677170	F	22	86.36	13.64
NC_074665.1.96677179	NC_074665.1	96677179	R	20	100.00	0.00
NC_074665.1.98069131	NC_074665.1	98069131	F	20	90.00	10.00
NC_074665.1.98069175	NC_074665.1	98069175	F	57	91.23	8.77
NC_074665.1.98069219	NC_074665.1	98069219	F	60	95.00	5.00
NC_074665.1.98069263	NC_074665.1	98069263	F	61	90.16	9.84
NC_074665.1.98632830	NC_074665.1	98632830	F	22	77.27	22.73
NC_074665.1.98632881	NC_074665.1	98632881	F	25	100.00	0.00
NC_074665.1.98632897	NC_074665.1	98632897	F	25	96.00	4.00
NC_074665.1.98632815	NC_074665.1	98632815	R	28	89.29	10.71
NC_074665.1.98632831	NC_074665.1	98632831	R	27	74.07	25.93
NC_074665.1.98632882	NC_074665.1	98632882	R	30	90.00	10.00
NC_074665.1.98632898	NC_074665.1	98632898	R	26	80.77	19.23
NC_074665.1.99263532	NC_074665.1	99263532	F	21	71.43	28.57
NC_074665.1.99263570	NC_074665.1	99263570	F	20	75.00	25.00
NC_074665.1.99263571	NC_074665.1	99263571	R	20	90.00	10.00
NC_074665.1.99263616	NC_074665.1	99263616	R	20	100.00	0.00
NC_074665.1.99264640	NC_074665.1	99264640	R	24	91.67	8.33
NC_074665.1.99589724	NC_074665.1	99589724	R	23	91.30	8.70
NC_074665.1.99589756	NC_074665.1	99589756	R	29	93.10	6.90
NC_074665.1.99589788	NC_074665.1	99589788	R	25	96.00	4.00
NC_074665.1.99942771	NC_074665.1	99942771	R	21	19.05	80.95
NC_074665.1.100310668	NC_074665.1	100310668	R	29	65.52	34.48
NC_074665.1.100310682	NC_074665.1	100310682	R	27	85.19	14.81
NC_074665.1.100310728	NC_074665.1	100310728	R	39	66.67	33.33
NC_074665.1.100310760	NC_074665.1	100310760	R	33	84.85	15.15
NC_074665.1.100310774	NC_074665.1	100310774	R	30	63.33	36.67
NC_074665.1.100310806	NC_074665.1	100310806	R	23	78.26	21.74
NC_074666.1.2710601	NC_074666.1	2710601	F	20	95.00	5.00
NC_074666.1.4775700	NC_074666.1	4775700	R	20	100.00	0.00
NC_074666.1.4775735	NC_074666.1	4775735	R	23	100.00	0.00
NC_074666.1.4775770	NC_074666.1	4775770	R	22	100.00	0.00
NC_074666.1.4775805	NC_074666.1	4775805	R	23	100.00	0.00
NC_074666.1.4775840	NC_074666.1	4775840	R	21	100.00	0.00
NC_074666.1.5142300	NC_074666.1	5142300	F	36	0.00	100.00
NC_074666.1.5142320	NC_074666.1	5142320	F	36	0.00	100.00
NC_074666.1.5142340	NC_074666.1	5142340	F	47	0.00	100.00
NC_074666.1.17003592	NC_074666.1	17003592	F	27	62.96	37.04
NC_074666.1.17004191	NC_074666.1	17004191	F	155	79.35	20.65
NC_074666.1.17004192	NC_074666.1	17004192	R	216	75.00	25.00
NC_074666.1.17347642	NC_074666.1	17347642	F	20	95.00	5.00
NC_074666.1.17347680	NC_074666.1	17347680	F	22	100.00	0.00
NC_074666.1.17347718	NC_074666.1	17347718	F	22	95.45	4.55
NC_074666.1.17347643	NC_074666.1	17347643	R	22	100.00	0.00
NC_074666.1.17347681	NC_074666.1	17347681	R	22	100.00	0.00
NC_074666.1.17347719	NC_074666.1	17347719	R	23	100.00	0.00
NC_074666.1.17790624	NC_074666.1	17790624	F	20	100.00	0.00
NC_074666.1.19559601	NC_074666.1	19559601	F	26	100.00	0.00
NC_074666.1.32893926	NC_074666.1	32893926	F	22	95.45	4.55
NC_074666.1.32893958	NC_074666.1	32893958	F	25	96.00	4.00
NC_074666.1.32893961	NC_074666.1	32893961	F	28	100.00	0.00
NC_074666.1.32893983	NC_074666.1	32893983	F	26	96.15	3.85
NC_074666.1.32893992	NC_074666.1	32893992	F	22	95.45	4.55
NC_074666.1.32894131	NC_074666.1	32894131	F	20	90.00	10.00
NC_074666.1.32894144	NC_074666.1	32894144	F	20	90.00	10.00
NC_074666.1.32894159	NC_074666.1	32894159	F	24	95.83	4.17
NC_074666.1.32894177	NC_074666.1	32894177	F	20	90.00	10.00
NC_074666.1.32894185	NC_074666.1	32894185	F	22	95.45	4.55
NC_074666.1.33090790	NC_074666.1	33090790	R	26	76.92	23.08
NC_074666.1.33090968	NC_074666.1	33090968	R	28	78.57	21.43
NC_074666.1.33091010	NC_074666.1	33091010	R	34	38.24	61.76
NC_074666.1.33091040	NC_074666.1	33091040	R	31	77.42	22.58
NC_074666.1.33091051	NC_074666.1	33091051	R	20	100.00	0.00
NC_074666.1.33091085	NC_074666.1	33091085	R	24	95.83	4.17
NC_074666.1.33091088	NC_074666.1	33091088	R	23	100.00	0.00
NC_074666.1.35879270	NC_074666.1	35879270	R	21	95.24	4.76
NC_074666.1.37056497	NC_074666.1	37056497	F	20	100.00	0.00
NC_074666.1.37056524	NC_074666.1	37056524	F	22	100.00	0.00
NC_074666.1.37056556	NC_074666.1	37056556	F	20	90.00	10.00
NC_074666.1.37056809	NC_074666.1	37056809	F	23	91.30	8.70
NC_074666.1.37056810	NC_074666.1	37056810	R	21	100.00	0.00
NC_074666.1.37056854	NC_074666.1	37056854	R	22	95.45	4.55
NC_074666.1.43769788	NC_074666.1	43769788	R	32	90.62	9.38
NC_074666.1.43769864	NC_074666.1	43769864	R	30	90.00	10.00
NC_074666.1.52018765	NC_074666.1	52018765	R	23	65.22	34.78
NC_074666.1.52018778	NC_074666.1	52018778	R	23	73.91	26.09
NC_074666.1.52018789	NC_074666.1	52018789	R	21	66.67	33.33
NC_074666.1.52018997	NC_074666.1	52018997	R	23	78.26	21.74
NC_074666.1.60135738	NC_074666.1	60135738	R	21	57.14	42.86
NC_074666.1.60142222	NC_074666.1	60142222	F	23	56.52	43.48
NC_074666.1.60142252	NC_074666.1	60142252	F	24	91.67	8.33
NC_074666.1.60142285	NC_074666.1	60142285	F	20	100.00	0.00
NC_074666.1.60142859	NC_074666.1	60142859	F	26	34.62	65.38
NC_074666.1.60143540	NC_074666.1	60143540	F	20	85.00	15.00
NC_074666.1.60143586	NC_074666.1	60143586	F	20	85.00	15.00
NC_074666.1.60146811	NC_074666.1	60146811	F	20	90.00	10.00
NC_074666.1.60146819	NC_074666.1	60146819	F	21	90.48	9.52
NC_074666.1.60146887	NC_074666.1	60146887	F	22	63.64	36.36
NC_074666.1.60146904	NC_074666.1	60146904	F	23	82.61	17.39
NC_074666.1.60146949	NC_074666.1	60146949	F	20	90.00	10.00
NC_074666.1.60140899	NC_074666.1	60140899	R	27	85.19	14.81
NC_074666.1.60140973	NC_074666.1	60140973	R	27	96.30	3.70
NC_074666.1.60141030	NC_074666.1	60141030	R	25	72.00	28.00
NC_074666.1.60141926	NC_074666.1	60141926	R	20	80.00	20.00
NC_074666.1.60142223	NC_074666.1	60142223	R	22	68.18	31.82
NC_074666.1.60142253	NC_074666.1	60142253	R	25	96.00	4.00
NC_074666.1.60142286	NC_074666.1	60142286	R	24	91.67	8.33
NC_074666.1.60142551	NC_074666.1	60142551	R	28	96.43	3.57
NC_074666.1.60143446	NC_074666.1	60143446	R	20	90.00	10.00
NC_074666.1.60144087	NC_074666.1	60144087	R	21	76.19	23.81
NC_074666.1.60144203	NC_074666.1	60144203	R	25	88.00	12.00
NC_074666.1.60144208	NC_074666.1	60144208	R	23	86.96	13.04
NC_074666.1.60170332	NC_074666.1	60170332	R	20	75.00	25.00
NC_074666.1.61817297	NC_074666.1	61817297	F	20	0.00	100.00
NC_074666.1.61817466	NC_074666.1	61817466	F	23	13.04	86.96
NC_074666.1.61818245	NC_074666.1	61818245	F	21	19.05	80.95
NC_074666.1.61818249	NC_074666.1	61818249	F	23	0.00	100.00
NC_074666.1.61813695	NC_074666.1	61813695	R	24	0.00	100.00
NC_074666.1.61943616	NC_074666.1	61943616	F	26	92.31	7.69
NC_074666.1.61943620	NC_074666.1	61943620	F	30	90.00	10.00
NC_074666.1.61943629	NC_074666.1	61943629	F	37	13.51	86.49
NC_074666.1.61943647	NC_074666.1	61943647	F	44	84.09	15.91
NC_074666.1.61943683	NC_074666.1	61943683	F	48	93.75	6.25
NC_074666.1.61943693	NC_074666.1	61943693	F	47	97.87	2.13
NC_074666.1.61943743	NC_074666.1	61943743	F	42	92.86	7.14
NC_074666.1.61943761	NC_074666.1	61943761	F	29	93.10	6.90
NC_074666.1.61943875	NC_074666.1	61943875	F	22	0.00	100.00
NC_074666.1.61943969	NC_074666.1	61943969	F	113	91.15	8.85
NC_074666.1.61943989	NC_074666.1	61943989	F	117	93.16	6.84
NC_074666.1.61943995	NC_074666.1	61943995	F	123	93.50	6.50
NC_074666.1.61944008	NC_074666.1	61944008	F	119	92.44	7.56
NC_074666.1.61944018	NC_074666.1	61944018	F	107	28.04	71.96
NC_074666.1.61944030	NC_074666.1	61944030	F	91	92.31	7.69
NC_074666.1.61944055	NC_074666.1	61944055	F	93	92.47	7.53
NC_074666.1.61944062	NC_074666.1	61944062	F	88	92.05	7.95
NC_074666.1.61944067	NC_074666.1	61944067	F	92	91.30	8.70
NC_074666.1.61944074	NC_074666.1	61944074	F	92	92.39	7.61
NC_074666.1.61944077	NC_074666.1	61944077	F	90	96.67	3.33
NC_074666.1.61944101	NC_074666.1	61944101	F	82	97.56	2.44
NC_074666.1.61944124	NC_074666.1	61944124	F	79	91.14	8.86
NC_074666.1.61944161	NC_074666.1	61944161	F	74	87.84	12.16
NC_074666.1.61944181	NC_074666.1	61944181	F	70	88.57	11.43
NC_074666.1.61944207	NC_074666.1	61944207	F	55	85.45	14.55
NC_074666.1.61946655	NC_074666.1	61946655	F	22	81.82	18.18
NC_074666.1.61946666	NC_074666.1	61946666	F	33	87.88	12.12
NC_074666.1.61946706	NC_074666.1	61946706	F	59	98.31	1.69
NC_074666.1.61946709	NC_074666.1	61946709	F	63	96.83	3.17
NC_074666.1.61946721	NC_074666.1	61946721	F	77	98.70	1.30
NC_074666.1.61946748	NC_074666.1	61946748	F	89	95.51	4.49
NC_074666.1.61946766	NC_074666.1	61946766	F	98	96.94	3.06
NC_074666.1.61946801	NC_074666.1	61946801	F	100	92.00	8.00
NC_074666.1.61946844	NC_074666.1	61946844	F	92	92.39	7.61
NC_074666.1.61946847	NC_074666.1	61946847	F	90	92.22	7.78
NC_074666.1.61946860	NC_074666.1	61946860	F	91	91.21	8.79
NC_074666.1.61946883	NC_074666.1	61946883	F	85	97.65	2.35
NC_074666.1.61946886	NC_074666.1	61946886	F	86	95.35	4.65
NC_074666.1.61946913	NC_074666.1	61946913	F	90	93.33	6.67
NC_074666.1.61946930	NC_074666.1	61946930	F	87	88.51	11.49
NC_074666.1.61946933	NC_074666.1	61946933	F	79	96.20	3.80
NC_074666.1.61946937	NC_074666.1	61946937	F	79	87.34	12.66
NC_074666.1.61946949	NC_074666.1	61946949	F	76	92.11	7.89
NC_074666.1.61946952	NC_074666.1	61946952	F	68	94.12	5.88
NC_074666.1.61946956	NC_074666.1	61946956	F	67	91.04	8.96
NC_074666.1.61946964	NC_074666.1	61946964	F	65	92.31	7.69
NC_074666.1.61946988	NC_074666.1	61946988	F	60	76.67	23.33
NC_074666.1.61947027	NC_074666.1	61947027	F	32	78.12	21.88
NC_074666.1.61947042	NC_074666.1	61947042	F	22	77.27	22.73
NC_074666.1.61943970	NC_074666.1	61943970	R	80	82.50	17.50
NC_074666.1.61943990	NC_074666.1	61943990	R	93	90.32	9.68
NC_074666.1.61943996	NC_074666.1	61943996	R	96	94.79	5.21
NC_074666.1.61944009	NC_074666.1	61944009	R	104	93.27	6.73
NC_074666.1.61944019	NC_074666.1	61944019	R	103	44.66	55.34
NC_074666.1.61944031	NC_074666.1	61944031	R	100	97.00	3.00
NC_074666.1.61944056	NC_074666.1	61944056	R	94	96.81	3.19
NC_074666.1.61944063	NC_074666.1	61944063	R	93	98.92	1.08
NC_074666.1.61944068	NC_074666.1	61944068	R	95	98.95	1.05
NC_074666.1.61944075	NC_074666.1	61944075	R	98	100.00	0.00
NC_074666.1.61944078	NC_074666.1	61944078	R	90	97.78	2.22
NC_074666.1.61944102	NC_074666.1	61944102	R	99	95.96	4.04
NC_074666.1.61944125	NC_074666.1	61944125	R	113	97.35	2.65
NC_074666.1.61944162	NC_074666.1	61944162	R	94	89.36	10.64
NC_074666.1.61944182	NC_074666.1	61944182	R	82	89.02	10.98
NC_074666.1.61944208	NC_074666.1	61944208	R	69	88.41	11.59
NC_074666.1.61946667	NC_074666.1	61946667	R	26	88.46	11.54
NC_074666.1.61946707	NC_074666.1	61946707	R	60	80.00	20.00
NC_074666.1.61946710	NC_074666.1	61946710	R	61	83.61	16.39
NC_074666.1.61946722	NC_074666.1	61946722	R	62	83.87	16.13
NC_074666.1.61946749	NC_074666.1	61946749	R	82	86.59	13.41
NC_074666.1.61946767	NC_074666.1	61946767	R	103	93.20	6.80
NC_074666.1.61946802	NC_074666.1	61946802	R	112	89.29	10.71
NC_074666.1.61946845	NC_074666.1	61946845	R	97	93.81	6.19
NC_074666.1.61946848	NC_074666.1	61946848	R	95	90.53	9.47
NC_074666.1.61946861	NC_074666.1	61946861	R	89	91.01	8.99
NC_074666.1.61946884	NC_074666.1	61946884	R	92	92.39	7.61
NC_074666.1.61946887	NC_074666.1	61946887	R	75	93.33	6.67
NC_074666.1.61946914	NC_074666.1	61946914	R	55	92.73	7.27
NC_074666.1.61946931	NC_074666.1	61946931	R	74	94.59	5.41
NC_074666.1.61946934	NC_074666.1	61946934	R	76	94.74	5.26
NC_074666.1.61946938	NC_074666.1	61946938	R	49	91.84	8.16
NC_074666.1.61946950	NC_074666.1	61946950	R	58	91.38	8.62
NC_074666.1.61946953	NC_074666.1	61946953	R	70	94.29	5.71
NC_074666.1.61946957	NC_074666.1	61946957	R	68	91.18	8.82
NC_074666.1.61946965	NC_074666.1	61946965	R	48	85.42	14.58
NC_074666.1.61946989	NC_074666.1	61946989	R	41	80.49	19.51
NC_074666.1.61947028	NC_074666.1	61947028	R	30	83.33	16.67
NC_074666.1.61947043	NC_074666.1	61947043	R	23	95.65	4.35
NC_074666.1.65849634	NC_074666.1	65849634	F	20	100.00	0.00
NC_074666.1.65849637	NC_074666.1	65849637	F	20	95.00	5.00
NC_074666.1.65849652	NC_074666.1	65849652	F	23	95.65	4.35
NC_074666.1.65849669	NC_074666.1	65849669	F	25	84.00	16.00
NC_074666.1.65849674	NC_074666.1	65849674	F	24	100.00	0.00
NC_074666.1.65849676	NC_074666.1	65849676	F	25	100.00	0.00
NC_074666.1.65849721	NC_074666.1	65849721	F	22	95.45	4.55
NC_074666.1.65849737	NC_074666.1	65849737	F	24	83.33	16.67
NC_074666.1.65849830	NC_074666.1	65849830	F	20	100.00	0.00
NC_074666.1.65849832	NC_074666.1	65849832	F	20	90.00	10.00
NC_074666.1.66010033	NC_074666.1	66010033	R	21	85.71	14.29
NC_074666.1.66010037	NC_074666.1	66010037	R	20	90.00	10.00
NC_074666.1.66010044	NC_074666.1	66010044	R	21	85.71	14.29
NC_074666.1.66100167	NC_074666.1	66100167	F	20	15.00	85.00
NC_074666.1.67511770	NC_074666.1	67511770	F	20	80.00	20.00
NC_074666.1.67604954	NC_074666.1	67604954	F	50	90.00	10.00
NC_074666.1.67605014	NC_074666.1	67605014	F	111	87.39	12.61
NC_074666.1.67605017	NC_074666.1	67605017	F	36	91.67	8.33
NC_074666.1.67605025	NC_074666.1	67605025	F	132	81.06	18.94
NC_074666.1.67605028	NC_074666.1	67605028	F	35	91.43	8.57
NC_074666.1.67605087	NC_074666.1	67605087	F	231	96.97	3.03
NC_074666.1.67605090	NC_074666.1	67605090	F	27	81.48	18.52
NC_074666.1.67605091	NC_074666.1	67605091	F	233	92.70	7.30
NC_074666.1.67605094	NC_074666.1	67605094	F	27	85.19	14.81
NC_074666.1.67605103	NC_074666.1	67605103	F	230	96.09	3.91
NC_074666.1.67605143	NC_074666.1	67605143	F	304	93.75	6.25
NC_074666.1.67605208	NC_074666.1	67605208	F	369	86.99	13.01
NC_074666.1.67605237	NC_074666.1	67605237	F	393	86.51	13.49
NC_074666.1.67605282	NC_074666.1	67605282	F	431	90.02	9.98
NC_074666.1.67605291	NC_074666.1	67605291	F	426	87.79	12.21
NC_074666.1.67605303	NC_074666.1	67605303	F	435	84.60	15.40
NC_074666.1.67605321	NC_074666.1	67605321	F	449	81.29	18.71
NC_074666.1.67605341	NC_074666.1	67605341	F	441	76.87	23.13
NC_074666.1.67605375	NC_074666.1	67605375	F	448	91.07	8.93
NC_074666.1.67605390	NC_074666.1	67605390	F	454	85.46	14.54
NC_074666.1.67605444	NC_074666.1	67605444	F	440	89.77	10.23
NC_074666.1.67605518	NC_074666.1	67605518	F	425	93.18	6.82
NC_074666.1.67605526	NC_074666.1	67605526	F	397	93.70	6.30
NC_074666.1.67605543	NC_074666.1	67605543	F	402	83.08	16.92
NC_074666.1.67605591	NC_074666.1	67605591	F	370	89.19	10.81
NC_074666.1.67605618	NC_074666.1	67605618	F	374	77.81	22.19
NC_074666.1.67605669	NC_074666.1	67605669	F	428	93.69	6.31
NC_074666.1.67605676	NC_074666.1	67605676	F	426	94.60	5.40
NC_074666.1.67605683	NC_074666.1	67605683	F	387	93.54	6.46
NC_074666.1.67605737	NC_074666.1	67605737	F	272	92.65	7.35
NC_074666.1.67605746	NC_074666.1	67605746	F	246	91.87	8.13
NC_074666.1.67605759	NC_074666.1	67605759	F	215	86.51	13.49
NC_074666.1.67605827	NC_074666.1	67605827	F	59	88.14	11.86
NC_074666.1.67605884	NC_074666.1	67605884	F	233	91.85	8.15
NC_074666.1.67605889	NC_074666.1	67605889	F	249	91.97	8.03
NC_074666.1.67605951	NC_074666.1	67605951	F	403	94.54	5.46
NC_074666.1.67605971	NC_074666.1	67605971	F	400	89.25	10.75
