chrBase	chr	base	strand	coverage	freqC	freqT
NC_074665.1.93859151	NC_074665.1	93859151	R	33	90.91	9.09
NC_074665.1.94117813	NC_074665.1	94117813	R	35	91.43	8.57
NC_074665.1.94117853	NC_074665.1	94117853	R	38	89.47	10.53
NC_074665.1.94117893	NC_074665.1	94117893	R	36	91.67	8.33
NC_074665.1.94117901	NC_074665.1	94117901	R	35	2.86	97.14
NC_074665.1.94117933	NC_074665.1	94117933	R	26	92.31	7.69
NC_074665.1.94118141	NC_074665.1	94118141	R	20	15.00	85.00
NC_074665.1.94118160	NC_074665.1	94118160	R	30	16.67	83.33
NC_074665.1.94118192	NC_074665.1	94118192	R	32	84.38	15.62
NC_074665.1.94118232	NC_074665.1	94118232	R	26	96.15	3.85
NC_074665.1.94201729	NC_074665.1	94201729	R	24	70.83	29.17
NC_074665.1.94201781	NC_074665.1	94201781	R	26	73.08	26.92
NC_074665.1.94201785	NC_074665.1	94201785	R	25	92.00	8.00
NC_074665.1.94343446	NC_074665.1	94343446	F	20	70.00	30.00
NC_074665.1.94506268	NC_074665.1	94506268	F	21	95.24	4.76
NC_074665.1.94506281	NC_074665.1	94506281	F	23	95.65	4.35
NC_074665.1.94506314	NC_074665.1	94506314	F	28	82.14	17.86
NC_074665.1.94506334	NC_074665.1	94506334	F	29	93.10	6.90
NC_074665.1.94506347	NC_074665.1	94506347	F	30	90.00	10.00
NC_074665.1.94506367	NC_074665.1	94506367	F	24	83.33	16.67
NC_074665.1.94522810	NC_074665.1	94522810	F	28	85.71	14.29
NC_074665.1.94522841	NC_074665.1	94522841	F	36	80.56	19.44
NC_074665.1.94522872	NC_074665.1	94522872	F	35	80.00	20.00
NC_074665.1.94522903	NC_074665.1	94522903	F	36	86.11	13.89
NC_074665.1.94522934	NC_074665.1	94522934	F	21	76.19	23.81
NC_074665.1.95019472	NC_074665.1	95019472	R	25	4.00	96.00
NC_074665.1.95019518	NC_074665.1	95019518	R	21	33.33	66.67
NC_074665.1.95019566	NC_074665.1	95019566	R	20	15.00	85.00
NC_074665.1.95492639	NC_074665.1	95492639	R	20	95.00	5.00
NC_074665.1.95492679	NC_074665.1	95492679	R	26	96.15	3.85
NC_074665.1.95492713	NC_074665.1	95492713	R	23	73.91	26.09
NC_074665.1.95492719	NC_074665.1	95492719	R	24	100.00	0.00
NC_074665.1.95492753	NC_074665.1	95492753	R	20	45.00	55.00
NC_074665.1.95492759	NC_074665.1	95492759	R	21	95.24	4.76
NC_074665.1.95493319	NC_074665.1	95493319	R	20	60.00	40.00
NC_074665.1.95493359	NC_074665.1	95493359	R	25	92.00	8.00
NC_074665.1.95493399	NC_074665.1	95493399	R	24	100.00	0.00
NC_074665.1.95493599	NC_074665.1	95493599	R	21	100.00	0.00
NC_074665.1.96034949	NC_074665.1	96034949	R	20	95.00	5.00
NC_074665.1.96676796	NC_074665.1	96676796	F	25	96.00	4.00
NC_074665.1.96677067	NC_074665.1	96677067	F	20	90.00	10.00
NC_074665.1.96677099	NC_074665.1	96677099	F	25	96.00	4.00
NC_074665.1.96677108	NC_074665.1	96677108	F	21	33.33	66.67
NC_074665.1.96677126	NC_074665.1	96677126	F	27	96.30	3.70
NC_074665.1.96677146	NC_074665.1	96677146	F	30	90.00	10.00
NC_074665.1.96677170	NC_074665.1	96677170	F	23	86.96	13.04
NC_074665.1.97073736	NC_074665.1	97073736	R	21	90.48	9.52
NC_074665.1.97073961	NC_074665.1	97073961	R	20	100.00	0.00
NC_074665.1.97073997	NC_074665.1	97073997	R	20	80.00	20.00
NC_074665.1.97074033	NC_074665.1	97074033	R	23	95.65	4.35
NC_074665.1.97074045	NC_074665.1	97074045	R	21	90.48	9.52
NC_074665.1.98632898	NC_074665.1	98632898	R	20	70.00	30.00
NC_074665.1.99263532	NC_074665.1	99263532	F	20	90.00	10.00
NC_074665.1.99263533	NC_074665.1	99263533	R	24	87.50	12.50
NC_074665.1.99263571	NC_074665.1	99263571	R	24	79.17	20.83
NC_074665.1.99353373	NC_074665.1	99353373	F	21	90.48	9.52
NC_074665.1.99353405	NC_074665.1	99353405	F	20	90.00	10.00
NC_074665.1.99353437	NC_074665.1	99353437	F	20	95.00	5.00
NC_074665.1.99589723	NC_074665.1	99589723	F	27	81.48	18.52
NC_074665.1.99589755	NC_074665.1	99589755	F	28	92.86	7.14
NC_074665.1.99589787	NC_074665.1	99589787	F	28	92.86	7.14
NC_074665.1.99589819	NC_074665.1	99589819	F	26	92.31	7.69
NC_074665.1.99589883	NC_074665.1	99589883	F	26	96.15	3.85
NC_074665.1.99589888	NC_074665.1	99589888	F	22	86.36	13.64
NC_074665.1.99589920	NC_074665.1	99589920	F	22	86.36	13.64
NC_074665.1.99589724	NC_074665.1	99589724	R	30	66.67	33.33
NC_074665.1.99589756	NC_074665.1	99589756	R	32	84.38	15.62
NC_074665.1.99589788	NC_074665.1	99589788	R	32	84.38	15.62
NC_074665.1.99589820	NC_074665.1	99589820	R	27	96.30	3.70
NC_074665.1.99942771	NC_074665.1	99942771	R	45	6.67	93.33
NC_074665.1.100310728	NC_074665.1	100310728	R	22	59.09	40.91
NC_074665.1.100750843	NC_074665.1	100750843	R	20	95.00	5.00
NC_074666.1.211895	NC_074666.1	211895	F	21	100.00	0.00
NC_074666.1.211917	NC_074666.1	211917	F	21	95.24	4.76
NC_074666.1.1320270	NC_074666.1	1320270	R	29	72.41	27.59
NC_074666.1.4775665	NC_074666.1	4775665	R	27	100.00	0.00
NC_074666.1.4775700	NC_074666.1	4775700	R	34	97.06	2.94
NC_074666.1.4775729	NC_074666.1	4775729	R	29	68.97	31.03
NC_074666.1.4775735	NC_074666.1	4775735	R	33	93.94	6.06
NC_074666.1.4775770	NC_074666.1	4775770	R	25	96.00	4.00
NC_074666.1.4775799	NC_074666.1	4775799	R	26	88.46	11.54
NC_074666.1.4775805	NC_074666.1	4775805	R	30	93.33	6.67
NC_074666.1.4775834	NC_074666.1	4775834	R	21	76.19	23.81
NC_074666.1.4775840	NC_074666.1	4775840	R	22	95.45	4.55
NC_074666.1.5136893	NC_074666.1	5136893	F	59	86.44	13.56
NC_074666.1.5136913	NC_074666.1	5136913	F	55	83.64	16.36
NC_074666.1.5136933	NC_074666.1	5136933	F	50	86.00	14.00
NC_074666.1.5136953	NC_074666.1	5136953	F	38	73.68	26.32
NC_074666.1.5136973	NC_074666.1	5136973	F	35	74.29	25.71
NC_074666.1.5142300	NC_074666.1	5142300	F	37	0.00	100.00
NC_074666.1.5142320	NC_074666.1	5142320	F	52	0.00	100.00
NC_074666.1.5142340	NC_074666.1	5142340	F	53	0.00	100.00
NC_074666.1.7104452	NC_074666.1	7104452	F	22	77.27	22.73
NC_074666.1.7104453	NC_074666.1	7104453	R	46	82.61	17.39
NC_074666.1.7127373	NC_074666.1	7127373	F	28	96.43	3.57
NC_074666.1.7127402	NC_074666.1	7127402	F	28	96.43	3.57
NC_074666.1.7127450	NC_074666.1	7127450	F	24	79.17	20.83
NC_074666.1.7127374	NC_074666.1	7127374	R	22	86.36	13.64
NC_074666.1.7127403	NC_074666.1	7127403	R	24	95.83	4.17
NC_074666.1.7127451	NC_074666.1	7127451	R	21	95.24	4.76
NC_074666.1.7462090	NC_074666.1	7462090	F	25	76.00	24.00
NC_074666.1.7462133	NC_074666.1	7462133	F	26	84.62	15.38
NC_074666.1.7462176	NC_074666.1	7462176	F	30	96.67	3.33
NC_074666.1.10768268	NC_074666.1	10768268	F	21	38.10	61.90
NC_074666.1.11942693	NC_074666.1	11942693	R	21	71.43	28.57
NC_074666.1.11942733	NC_074666.1	11942733	R	26	57.69	42.31
NC_074666.1.12466949	NC_074666.1	12466949	R	20	80.00	20.00
NC_074666.1.17003592	NC_074666.1	17003592	F	20	65.00	35.00
NC_074666.1.17004191	NC_074666.1	17004191	F	117	69.23	30.77
NC_074666.1.17004192	NC_074666.1	17004192	R	105	70.48	29.52
NC_074666.1.17347642	NC_074666.1	17347642	F	26	96.15	3.85
NC_074666.1.17347680	NC_074666.1	17347680	F	25	92.00	8.00
NC_074666.1.17347718	NC_074666.1	17347718	F	27	96.30	3.70
NC_074666.1.17347605	NC_074666.1	17347605	R	23	91.30	8.70
NC_074666.1.17347643	NC_074666.1	17347643	R	39	97.44	2.56
NC_074666.1.17347681	NC_074666.1	17347681	R	37	100.00	0.00
NC_074666.1.17347719	NC_074666.1	17347719	R	31	100.00	0.00
NC_074666.1.17790536	NC_074666.1	17790536	F	21	80.95	19.05
NC_074666.1.17790624	NC_074666.1	17790624	F	21	85.71	14.29
NC_074666.1.17790581	NC_074666.1	17790581	R	21	80.95	19.05
NC_074666.1.17790625	NC_074666.1	17790625	R	21	85.71	14.29
NC_074666.1.19976691	NC_074666.1	19976691	R	20	100.00	0.00
NC_074666.1.19976714	NC_074666.1	19976714	R	21	95.24	4.76
NC_074666.1.19976717	NC_074666.1	19976717	R	21	100.00	0.00
NC_074666.1.19976752	NC_074666.1	19976752	R	23	95.65	4.35
NC_074666.1.19976759	NC_074666.1	19976759	R	23	86.96	13.04
NC_074666.1.19976765	NC_074666.1	19976765	R	22	90.91	9.09
NC_074666.1.19976768	NC_074666.1	19976768	R	21	85.71	14.29
NC_074666.1.28220285	NC_074666.1	28220285	R	20	80.00	20.00
NC_074666.1.28220499	NC_074666.1	28220499	R	21	76.19	23.81
NC_074666.1.28220566	NC_074666.1	28220566	R	22	86.36	13.64
NC_074666.1.32893958	NC_074666.1	32893958	F	29	100.00	0.00
NC_074666.1.32893961	NC_074666.1	32893961	F	29	100.00	0.00
NC_074666.1.32893992	NC_074666.1	32893992	F	24	100.00	0.00
NC_074666.1.32894144	NC_074666.1	32894144	F	21	100.00	0.00
NC_074666.1.32894159	NC_074666.1	32894159	F	23	95.65	4.35
NC_074666.1.32894177	NC_074666.1	32894177	F	23	82.61	17.39
NC_074666.1.32894185	NC_074666.1	32894185	F	20	90.00	10.00
NC_074666.1.32894210	NC_074666.1	32894210	F	20	90.00	10.00
NC_074666.1.33090790	NC_074666.1	33090790	R	25	76.00	24.00
NC_074666.1.33090968	NC_074666.1	33090968	R	24	87.50	12.50
NC_074666.1.33091010	NC_074666.1	33091010	R	31	38.71	61.29
NC_074666.1.33091040	NC_074666.1	33091040	R	35	91.43	8.57
NC_074666.1.33091051	NC_074666.1	33091051	R	21	100.00	0.00
NC_074666.1.33091085	NC_074666.1	33091085	R	22	95.45	4.55
NC_074666.1.33091088	NC_074666.1	33091088	R	20	100.00	0.00
NC_074666.1.35879269	NC_074666.1	35879269	F	20	90.00	10.00
NC_074666.1.37056525	NC_074666.1	37056525	R	20	95.00	5.00
NC_074666.1.43769864	NC_074666.1	43769864	R	20	65.00	35.00
NC_074666.1.49330615	NC_074666.1	49330615	F	20	90.00	10.00
NC_074666.1.49330568	NC_074666.1	49330568	R	20	85.00	15.00
NC_074666.1.49330578	NC_074666.1	49330578	R	24	79.17	20.83
NC_074666.1.49330596	NC_074666.1	49330596	R	23	82.61	17.39
NC_074666.1.49330616	NC_074666.1	49330616	R	24	70.83	29.17
NC_074666.1.49330680	NC_074666.1	49330680	R	20	80.00	20.00
NC_074666.1.49330843	NC_074666.1	49330843	R	21	76.19	23.81
NC_074666.1.49330859	NC_074666.1	49330859	R	22	77.27	22.73
NC_074666.1.49330864	NC_074666.1	49330864	R	25	92.00	8.00
NC_074666.1.49330872	NC_074666.1	49330872	R	25	84.00	16.00
NC_074666.1.49330882	NC_074666.1	49330882	R	25	80.00	20.00
NC_074666.1.49330894	NC_074666.1	49330894	R	23	100.00	0.00
NC_074666.1.49330906	NC_074666.1	49330906	R	20	95.00	5.00
NC_074666.1.60143445	NC_074666.1	60143445	F	20	100.00	0.00
NC_074666.1.60143470	NC_074666.1	60143470	F	22	86.36	13.64
NC_074666.1.60143540	NC_074666.1	60143540	F	24	91.67	8.33
NC_074666.1.60143586	NC_074666.1	60143586	F	23	86.96	13.04
NC_074666.1.60143986	NC_074666.1	60143986	F	20	85.00	15.00
NC_074666.1.61816996	NC_074666.1	61816996	F	22	0.00	100.00
NC_074666.1.61813774	NC_074666.1	61813774	R	22	0.00	100.00
NC_074666.1.61813879	NC_074666.1	61813879	R	21	4.76	95.24
NC_074666.1.61817046	NC_074666.1	61817046	R	20	0.00	100.00
NC_074666.1.61817110	NC_074666.1	61817110	R	20	0.00	100.00
NC_074666.1.61943616	NC_074666.1	61943616	F	27	88.89	11.11
NC_074666.1.61943620	NC_074666.1	61943620	F	30	93.33	6.67
NC_074666.1.61943629	NC_074666.1	61943629	F	39	5.13	94.87
NC_074666.1.61943647	NC_074666.1	61943647	F	52	80.77	19.23
NC_074666.1.61943683	NC_074666.1	61943683	F	74	91.89	8.11
NC_074666.1.61943693	NC_074666.1	61943693	F	72	95.83	4.17
NC_074666.1.61943743	NC_074666.1	61943743	F	61	90.16	9.84
NC_074666.1.61943761	NC_074666.1	61943761	F	53	90.57	9.43
NC_074666.1.61943773	NC_074666.1	61943773	F	46	78.26	21.74
NC_074666.1.61943779	NC_074666.1	61943779	F	39	2.56	97.44
NC_074666.1.61943788	NC_074666.1	61943788	F	32	96.88	3.12
NC_074666.1.61943797	NC_074666.1	61943797	F	25	92.00	8.00
NC_074666.1.61943875	NC_074666.1	61943875	F	21	4.76	95.24
NC_074666.1.61943969	NC_074666.1	61943969	F	154	88.96	11.04
NC_074666.1.61943989	NC_074666.1	61943989	F	177	92.09	7.91
NC_074666.1.61943995	NC_074666.1	61943995	F	175	95.43	4.57
NC_074666.1.61944008	NC_074666.1	61944008	F	171	92.98	7.02
NC_074666.1.61944018	NC_074666.1	61944018	F	126	30.95	69.05
NC_074666.1.61944030	NC_074666.1	61944030	F	117	89.74	10.26
NC_074666.1.61944055	NC_074666.1	61944055	F	114	89.47	10.53
NC_074666.1.61944062	NC_074666.1	61944062	F	97	86.60	13.40
NC_074666.1.61944067	NC_074666.1	61944067	F	91	93.41	6.59
NC_074666.1.61944074	NC_074666.1	61944074	F	96	87.50	12.50
NC_074666.1.61944077	NC_074666.1	61944077	F	101	87.13	12.87
NC_074666.1.61944101	NC_074666.1	61944101	F	106	92.45	7.55
NC_074666.1.61944124	NC_074666.1	61944124	F	102	91.18	8.82
NC_074666.1.61944161	NC_074666.1	61944161	F	89	85.39	14.61
NC_074666.1.61944181	NC_074666.1	61944181	F	85	92.94	7.06
NC_074666.1.61944207	NC_074666.1	61944207	F	77	94.81	5.19
NC_074666.1.61946655	NC_074666.1	61946655	F	22	95.45	4.55
NC_074666.1.61946666	NC_074666.1	61946666	F	37	94.59	5.41
NC_074666.1.61946706	NC_074666.1	61946706	F	67	94.03	5.97
NC_074666.1.61946709	NC_074666.1	61946709	F	76	100.00	0.00
NC_074666.1.61946721	NC_074666.1	61946721	F	94	96.81	3.19
NC_074666.1.61946748	NC_074666.1	61946748	F	110	96.36	3.64
NC_074666.1.61946766	NC_074666.1	61946766	F	126	92.06	7.94
NC_074666.1.61946801	NC_074666.1	61946801	F	133	84.96	15.04
NC_074666.1.61946844	NC_074666.1	61946844	F	115	96.52	3.48
NC_074666.1.61946847	NC_074666.1	61946847	F	118	94.92	5.08
NC_074666.1.61946860	NC_074666.1	61946860	F	107	88.79	11.21
NC_074666.1.61946883	NC_074666.1	61946883	F	118	92.37	7.63
NC_074666.1.61946886	NC_074666.1	61946886	F	114	92.98	7.02
NC_074666.1.61946913	NC_074666.1	61946913	F	116	87.93	12.07
NC_074666.1.61946930	NC_074666.1	61946930	F	105	89.52	10.48
NC_074666.1.61946933	NC_074666.1	61946933	F	103	92.23	7.77
NC_074666.1.61946937	NC_074666.1	61946937	F	106	81.13	18.87
